SKU,Name,Current Category,Suggested Category,Confidence,Reason
100087,Long sleeve t-shirt with car print เสื้อยืดแขนยาวลายรถ,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,92,ชื่อสินค้าคือเสื้อยืด
100101,Body suit long sleeve shirt เสื้อบอดี้สูทยาวลายสีน้ำเงินสีเทา,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อผ้าเด็กอ่อน,93,ชื่อสินค้าคือบอดี้สูท/รอมเปอร์ สำหรับเด็กอ่อน
100086,Yellow Shirt เสื้อเชิ้ตแขนสั้นคอปก,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,90,ชื่อสินค้าคือเสื้อ
100098,Green T-shirt เสื้อยืดสีเขียว,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,92,ชื่อสินค้าคือเสื้อยืด
100116,Short pants กางเกงขาสั้นลายขวาง,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > กางเกงเด็ก,90,ชื่อสินค้าคือกางเกงขาสั้น
100195,Inside Scoop Suction ถ้วยจานเด็กเล็ก,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,25,ชื่อสินค้าไม่ระบุชนิดชัดเจน จึงยังไม่ย้ายออกจากหมวดปัจจุบัน
100203,Nuby 360 Max Cup แก้วน้ำ,สินค้าและอุปกรณ์สำหรับเด็ก,เครื่องมือการเลี้ยงดูเด็ก > อุปกรณ์ให้นมและอาหาร,92,ชื่อสินค้าคืออุปกรณ์ให้นม/หัดดื่ม/ยางกัด/ผ้ากันเปื้อน
100190,Miracle 360° Trainer Cup แก้วน้ำพลาสติก2ชั้น,สินค้าและอุปกรณ์สำหรับเด็ก,เครื่องมือการเลี้ยงดูเด็ก > อุปกรณ์ให้นมและอาหาร,92,ชื่อสินค้าคืออุปกรณ์ให้นม/หัดดื่ม/ยางกัด/ผ้ากันเปื้อน
100204,Spill Proof 2 Handle cup แก้วน้ำสำหรับเด็กมีหูจับ,สินค้าและอุปกรณ์สำหรับเด็ก,เครื่องมือการเลี้ยงดูเด็ก > อุปกรณ์ให้นมและอาหาร,92,ชื่อสินค้าคืออุปกรณ์ให้นม/หัดดื่ม/ยางกัด/ผ้ากันเปื้อน
100199,Miracle 360 Trainer Cup ถ้วยหัดดื่ม,สินค้าและอุปกรณ์สำหรับเด็ก,เครื่องมือการเลี้ยงดูเด็ก > อุปกรณ์ให้นมและอาหาร,92,ชื่อสินค้าคืออุปกรณ์ให้นม/หัดดื่ม/ยางกัด/ผ้ากันเปื้อน
100196,Evenflo Balance ขวดนมเด็กทารก,สินค้าและอุปกรณ์สำหรับเด็ก,เครื่องมือการเลี้ยงดูเด็ก > อุปกรณ์ให้นมและอาหาร,92,ชื่อสินค้าคืออุปกรณ์ให้นม/หัดดื่ม/ยางกัด/ผ้ากันเปื้อน
100197,Nuby no-spill and Nuby anti-finger ขวดน้ำเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,25,ชื่อสินค้าไม่ระบุชนิดชัดเจน จึงยังไม่ย้ายออกจากหมวดปัจจุบัน
100198,Any Angle Click Lock Weighted Straw Trainer Cup แก้วน้ำหัดดื่มแบบมีหลอด,เครื่องมือการเลี้ยงดูเด็ก,เครื่องมือการเลี้ยงดูเด็ก > อุปกรณ์ให้นมและอาหาร,92,ชื่อสินค้าคืออุปกรณ์ให้นม/หัดดื่ม/ยางกัด/ผ้ากันเปื้อน
100202,Asobu juicy drink box กล่องใส่น้ำ/แก้วน้ำ,สินค้าและอุปกรณ์สำหรับเด็ก,เครื่องมือการเลี้ยงดูเด็ก > อุปกรณ์ให้นมและอาหาร,92,ชื่อสินค้าคืออุปกรณ์ให้นม/หัดดื่ม/ยางกัด/ผ้ากันเปื้อน
100200,Baby Sipsters Spill ขวดนมหัดดื่มป้องกันการหก,สินค้าและอุปกรณ์สำหรับเด็ก,เครื่องมือการเลี้ยงดูเด็ก > อุปกรณ์ให้นมและอาหาร,92,ชื่อสินค้าคืออุปกรณ์ให้นม/หัดดื่ม/ยางกัด/ผ้ากันเปื้อน
100186,Teether Toddle ของเล่นเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,เครื่องมือการเลี้ยงดูเด็ก > อุปกรณ์ให้นมและอาหาร,92,ชื่อสินค้าคืออุปกรณ์ให้นม/หัดดื่ม/ยางกัด/ผ้ากันเปื้อน
100162,Teether Toddle ของเล่นเด็กรูปเรือใบ,สินค้าและอุปกรณ์สำหรับเด็ก,เครื่องมือการเลี้ยงดูเด็ก > อุปกรณ์ให้นมและอาหาร,92,ชื่อสินค้าคืออุปกรณ์ให้นม/หัดดื่ม/ยางกัด/ผ้ากันเปื้อน
100164,Taglet Security Blanket ผ้าห่มรักษาความปลอดภัย,สินค้าและอุปกรณ์สำหรับเด็ก,ของเล่นและเครื่องนอนการตกแต่ง > เครื่องนอนและผ้าปู,88,ชื่อสินค้าคือเครื่องนอนหรือผ้าใช้ในห้องเด็ก
100133,Silky Soft Muslin Swaddle ผ้าห่อตัวมัสลินเนื้อนุ่ม,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,25,ชื่อสินค้าไม่ระบุชนิดชัดเจน จึงยังไม่ย้ายออกจากหมวดปัจจุบัน
100106,Jeans กางเกงยีนส์,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > กางเกงยีนส์เด็ก,94,ชื่อสินค้าคือกางเกงยีนส์
200124,Tommee Tippee-Closer to Nature Sooter Holder 2Pack จุกนมปลอมพร้อมสายห้อย,สินค้าและอุปกรณ์สำหรับเด็ก,เครื่องมือการเลี้ยงดูเด็ก > อุปกรณ์ให้นมและอาหาร,92,ชื่อสินค้าคืออุปกรณ์ให้นม/หัดดื่ม/ยางกัด/ผ้ากันเปื้อน
200125,Ange Monkey Banana and Fish ยางกัดแปรงรูปกล้วยและปลาแบบวงกลม,สินค้าและอุปกรณ์สำหรับเด็ก,เครื่องมือการเลี้ยงดูเด็ก > อุปกรณ์ให้นมและอาหาร,92,ชื่อสินค้าคืออุปกรณ์ให้นม/หัดดื่ม/ยางกัด/ผ้ากันเปื้อน
200130,Similac Infant Nipple&Ring จุกขวดนมสำหรับเบบี้2ชิ้น,สินค้าและอุปกรณ์สำหรับเด็ก,เครื่องมือการเลี้ยงดูเด็ก > อุปกรณ์ให้นมและอาหาร,92,ชื่อสินค้าคืออุปกรณ์ให้นม/หัดดื่ม/ยางกัด/ผ้ากันเปื้อน
200127,Dr.Browns Options Narrow Feedind Set ขวดนมป้อนอาหารและขวดนมเบบี้,สินค้าและอุปกรณ์สำหรับเด็ก,เครื่องมือการเลี้ยงดูเด็ก > อุปกรณ์ให้นมและอาหาร,92,ชื่อสินค้าคืออุปกรณ์ให้นม/หัดดื่ม/ยางกัด/ผ้ากันเปื้อน
200129,Enfamil Standard Flow Soft Nipplesจุกขวดนม,สินค้าและอุปกรณ์สำหรับเด็ก,เครื่องมือการเลี้ยงดูเด็ก > อุปกรณ์ให้นมและอาหาร,92,ชื่อสินค้าคืออุปกรณ์ให้นม/หัดดื่ม/ยางกัด/ผ้ากันเปื้อน
100137,Blue Pants กางเกงขายาว สีกรม,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > กางเกงเด็ก,92,ชื่อสินค้าคือกางเกง
100144,Jum pair กางเกงขาจัมพ์สีดำ,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > กางเกงเด็ก,92,ชื่อสินค้าคือกางเกง
100105,Blue Pants กางเกงขาสั้น สีน้ำเงิน,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > กางเกงเด็ก,90,ชื่อสินค้าคือกางเกงขาสั้น
100135,Blue Pants กางเกงขายาว สีน้ำเงิน,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > กางเกงเด็ก,92,ชื่อสินค้าคือกางเกง
100183,Blue Pants กางเกงขายาว สีกรม,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > กางเกงเด็ก,92,ชื่อสินค้าคือกางเกง
100154,Green Leggings กางเกงเลกกิ้ง สีเขียว,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > กางเกงเด็ก,92,ชื่อสินค้าคือเลกกิ้ง จัดเป็นกางเกงเด็ก
100176,Golden zebra กางเกงลายพราง,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > กางเกงเด็ก,92,ชื่อสินค้าคือกางเกง
100163,Uniqlo Murakami เสื้อยืดมุราคามิ,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,92,ชื่อสินค้าคือเสื้อยืด
100140,Infant Baby Halloween บอดี้สูทเฮโลวีน,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อผ้าเด็กอ่อน,93,ชื่อสินค้าคือบอดี้สูท/รอมเปอร์ สำหรับเด็กอ่อน
100134,Gymboree Pants กางเกงขายาว สีเทา,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > กางเกงเด็ก,92,ชื่อสินค้าคือกางเกง
100146,Baby Romper (Fish&Shark) บอดี้สูทรูปปลาฉลามลายขวาง,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อผ้าเด็กอ่อน,93,ชื่อสินค้าคือบอดี้สูท/รอมเปอร์ สำหรับเด็กอ่อน
100142,Striped Pajamas ชุดนอนคอวีขายาว ลายขวาง,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > ชุดนอน,93,ชื่อสินค้าคือชุดนอน
100145,Animais Pajamas ชุดนอนคอกลมขายาว ลายสัตว์,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > ชุดนอน,93,ชื่อสินค้าคือชุดนอน
100147,Whales Pajamas ชุดนอนคอวีขายาว ลายวาฬ,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > ชุดนอน,93,ชื่อสินค้าคือชุดนอน
100139,Fuzzy Plush Blanket ผ้าห่มหนานุ่ม,สินค้าและอุปกรณ์สำหรับเด็ก,ของเล่นและเครื่องนอนการตกแต่ง > เครื่องนอนและผ้าปู,88,ชื่อสินค้าคือเครื่องนอนหรือผ้าใช้ในห้องเด็ก
100109,Mickey Romper ชุดหมีแขนยาว ลายมิกกี้เม้าส์,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อผ้าเด็กอ่อน,93,ชื่อสินค้าคือบอดี้สูท/รอมเปอร์ สำหรับเด็กอ่อน
100185,Mommy's Wild One Body suit เสื้อบอดี้สูทสีกรม,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อผ้าเด็กอ่อน,93,ชื่อสินค้าคือบอดี้สูท/รอมเปอร์ สำหรับเด็กอ่อน
300069,Dinosaur Bodysuite บอดี้สูทผ้านิ่มลายไดโนเสาร์,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อผ้าเด็กอ่อน,93,ชื่อสินค้าคือบอดี้สูท/รอมเปอร์ สำหรับเด็กอ่อน
300072,All-in-one Pyjamas ชุดนอนลายไดโนเสาร์สีสันสดใส,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > ชุดนอน,93,ชื่อสินค้าคือชุดนอน
100151,Baby Romper (Fish&Shark) บอดี้สูทรูปปลาฉลามลายขวาง,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อผ้าเด็กอ่อน,93,ชื่อสินค้าคือบอดี้สูท/รอมเปอร์ สำหรับเด็กอ่อน
100171,Grid long sleeve เสื้อแขนยาวสีกรม,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,90,ชื่อสินค้าคือเสื้อ
100132,White long sleeve เสื้อแขนยาวสีขาว,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,90,ชื่อสินค้าคือเสื้อ
100159,Coollision shirt เสื้อลายดอก,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,82,ชื่อสินค้ามีคำว่าเสื้อ/shirt
100143,White long sleeve เสื้อว่ายน้ำแขนยาว,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อว่ายน้ำเด็ก,95,ชื่อสินค้าคือเสื้อว่ายน้ำ/แรชการ์ด ไม่ใช่ชุดว่ายน้ำทั้งตัว
100188,Winter Vintage plan shirt เสื้อวินเทจ,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,82,ชื่อสินค้ามีคำว่าเสื้อ/shirt
100141,Paths Body suit บอดี้สูทลายทาง,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อผ้าเด็กอ่อน,93,ชื่อสินค้าคือบอดี้สูท/รอมเปอร์ สำหรับเด็กอ่อน
100112,Christmas body suit ชุดนอนคอกลมขายาว ลายคริสต์มาส,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > ชุดนอน,93,ชื่อสินค้าคือชุดนอน
100182,Beary Handsome Baby Bib ผ้ากันเปื้อนเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,เครื่องมือการเลี้ยงดูเด็ก > อุปกรณ์ให้นมและอาหาร,92,ชื่อสินค้าคืออุปกรณ์ให้นม/หัดดื่ม/ยางกัด/ผ้ากันเปื้อน
100180,My First Ever Thanks Giving Teething Bib ผ้ากันเปื้อนเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,เครื่องมือการเลี้ยงดูเด็ก > อุปกรณ์ให้นมและอาหาร,92,ชื่อสินค้าคืออุปกรณ์ให้นม/หัดดื่ม/ยางกัด/ผ้ากันเปื้อน
100181,Bear Teething Bib ผ้ากันเปื้อนเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,เครื่องมือการเลี้ยงดูเด็ก > อุปกรณ์ให้นมและอาหาร,92,ชื่อสินค้าคืออุปกรณ์ให้นม/หัดดื่ม/ยางกัด/ผ้ากันเปื้อน
100173,"""Too Cute to Spook"" Baby Bib ผ้ากันเปื้อนเด็ก",สินค้าและอุปกรณ์สำหรับเด็ก,เครื่องมือการเลี้ยงดูเด็ก > อุปกรณ์ให้นมและอาหาร,92,ชื่อสินค้าคืออุปกรณ์ให้นม/หัดดื่ม/ยางกัด/ผ้ากันเปื้อน
100179,baby wooly hats หมวกไหมพรมเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > หมวก,93,ชื่อสินค้าคือหมวก
100150,Bear Ear Hat หมวกไหมพรม,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > หมวก,93,ชื่อสินค้าคือหมวก
100175,Giraffe body suit เสื้อบอดี้สูท ลายยีราฟ,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อผ้าเด็กอ่อน,93,ชื่อสินค้าคือบอดี้สูท/รอมเปอร์ สำหรับเด็กอ่อน
100165,Dinosaur body suit บอดี้สูทไดโนเสาร์,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อผ้าเด็กอ่อน,93,ชื่อสินค้าคือบอดี้สูท/รอมเปอร์ สำหรับเด็กอ่อน
300068,Leggings เลคกิ้งขาจั๊มเบบี้,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > กางเกงเด็ก,92,ชื่อสินค้าคือเลกกิ้ง จัดเป็นกางเกงเด็ก
100128,Christmas Set Shirt and Pants เซตเสื้อและกางเกง ลายคริสต์มาส,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > ชุดเซ็ต,86,ชื่อสินค้าเป็นชุดหลายชิ้น/เซ็ตเสื้อผ้า
100177,White&Black long sleeve เสื้อแขนยาวขาวดำ,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,90,ชื่อสินค้าคือเสื้อ
300070,Cotton Bodysuits บอดี้สูทคอปกลายทางสุดเท่ห์,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อผ้าเด็กอ่อน,93,ชื่อสินค้าคือบอดี้สูท/รอมเปอร์ สำหรับเด็กอ่อน
300071,Leggings เลคกิ้งขาจั๊มยาวเบ้บี้,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > กางเกงเด็ก,92,ชื่อสินค้าคือเลกกิ้ง จัดเป็นกางเกงเด็ก
300075,BABY NEWBORN ชุดบอดี้สูทแขนยาวขายาวลายภูเขา,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อผ้าเด็กอ่อน,93,ชื่อสินค้าคือบอดี้สูท/รอมเปอร์ สำหรับเด็กอ่อน
100187,Backseat Driver Jersey Tee เสื้อแขนยาว,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,90,ชื่อสินค้าคือเสื้อ
100156,HUNK Sweater เสื้อกันหนาว,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อแจ็คเก็ตและฮู้ด,90,ชื่อสินค้าคือแจ็คเก็ต/ฮู้ด/เสื้อกันหนาว
100161,Sea body suit บอดี้สูท ลายทะเล,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อผ้าเด็กอ่อน,93,ชื่อสินค้าคือบอดี้สูท/รอมเปอร์ สำหรับเด็กอ่อน
100184,Peacock Zip-Up Cotton Footless Sleep & Play ชุดบอดี้สูทแขนยาวขายาว ลายนกยูง,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อผ้าเด็กอ่อน,93,ชื่อสินค้าคือบอดี้สูท/รอมเปอร์ สำหรับเด็กอ่อน
100129,Brown Bear Hood หมวกหมีสีน้ำตาล,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > หมวก,93,ชื่อสินค้าคือหมวก
100124,Animal Puppets Large ตุ๊กตามือสิงโตและกบ,สินค้าและอุปกรณ์สำหรับเด็ก,ของเล่นและเครื่องนอนการตกแต่ง > ของเล่น,80,ชื่อสินค้าคือของเล่น
100130,Hello Kitty Cap หมวกคิตตี้,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > หมวก,93,ชื่อสินค้าคือหมวก
100131,Hello Kitty Cap หมวกคิตตี้,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > หมวก,93,ชื่อสินค้าคือหมวก
100126,Wolf Headband Ears ที่คาดผมหมาป่า,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,25,ชื่อสินค้าไม่ระบุชนิดชัดเจน จึงยังไม่ย้ายออกจากหมวดปัจจุบัน
100125,Minion Keychain พวงกุญแจมินเนี่ยน,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,25,ชื่อสินค้าไม่ระบุชนิดชัดเจน จึงยังไม่ย้ายออกจากหมวดปัจจุบัน
100172,Yellow t-shirt เสื้อยืดสีเหลือง,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,92,ชื่อสินค้าคือเสื้อยืด
100167,Orange long sleeve shirt and hat เสื้อแขนยาวสีส้มพร้อมหมวก,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > หมวก,93,ชื่อสินค้าคือหมวก
100158,Boat body suit บอดี้สูทรูปเรือ,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อผ้าเด็กอ่อน,93,ชื่อสินค้าคือบอดี้สูท/รอมเปอร์ สำหรับเด็กอ่อน
100152,Baby Romper (Fish&Shark) บอดี้สูทรูปปลาฉลามลายขวาง,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อผ้าเด็กอ่อน,93,ชื่อสินค้าคือบอดี้สูท/รอมเปอร์ สำหรับเด็กอ่อน
100138,Striped Pajamas ชุดนอนคอกลมขายาว ลายขวาง,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > ชุดนอน,93,ชื่อสินค้าคือชุดนอน
100113,Adidas Jacket เสื้อแจ็คเก็ต อาดิดาส,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อแจ็คเก็ตและฮู้ด,90,ชื่อสินค้าคือแจ็คเก็ต/ฮู้ด/เสื้อกันหนาว
100178,Car Set Shirt and Pants เซตเสื้อและกางเกง ลายรถ,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > ชุดเซ็ต,86,ชื่อสินค้าเป็นชุดหลายชิ้น/เซ็ตเสื้อผ้า
100136,Penguin Pajamas ชุดนอนคอกลมขายาว ลายแพนกวิน,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > ชุดนอน,93,ชื่อสินค้าคือชุดนอน
100111,Car Pajamas ชุดนอนคอกลมขายาว ลายรถ,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > ชุดนอน,93,ชื่อสินค้าคือชุดนอน
100170,Necktie body suit บอดี้สูทลายเนคไท,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อผ้าเด็กอ่อน,93,ชื่อสินค้าคือบอดี้สูท/รอมเปอร์ สำหรับเด็กอ่อน
100169,Navy blue Hooded ชุดฮู้ด สีกรม,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อแจ็คเก็ตและฮู้ด,90,ชื่อสินค้าคือแจ็คเก็ต/ฮู้ด/เสื้อกันหนาว
100166,Yellow long sleeve shirt เสื้อแขนยาวสีเหลืองรูปรถ,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,90,ชื่อสินค้าคือเสื้อ
100168,Zip-Up Sherpa Vest เสื้อกั๊กเชอร์ปาแบบมีซิป,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อแจ็คเก็ตและฮู้ด,90,ชื่อสินค้าคือแจ็คเก็ต/ฮู้ด/เสื้อกันหนาว
1000015,Cherry T-shirt เสือยืดพิมพ์ลายเชอร์รี่,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,92,ชื่อสินค้าคือเสื้อยืด
1000041,Bib Jeans Zara Girl เอี๊ยมยีนส์ขายาวเด็กผู้หญิง,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > กางเกงยีนส์เด็ก,94,ชื่อสินค้าคือกางเกงยีนส์
1000069,Whale pants กางเกงขายาว ลายวาฬ,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > กางเกงเด็ก,92,ชื่อสินค้าคือกางเกง
1000042,Juniors' One Piece Swimsuit ชุดว่ายน้ำวันพีซสำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > ชุดว่ายน้ำเด็ก,95,ชื่อสินค้าคือชุดว่ายน้ำ
1000045,Printed Cotton Dress ชุดกระโปรงลายขวางแนวตรงแขนกุด,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > ชุดเดรส,92,ชื่อสินค้าคือเดรสหรือชุดกระโปรง
1000023,Dress Polo ชุดกระโปรงคอปกเชิ้ต,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > ชุดเดรส,92,ชื่อสินค้าคือเดรสหรือชุดกระโปรง
1000083,Minnie Mouse Leggings กางเกงเลกกิ้ง ลายมินนี่เมาส์,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > กางเกงเด็ก,92,ชื่อสินค้าคือเลกกิ้ง จัดเป็นกางเกงเด็ก
1000049,Fantasia Abelhinha Koala kids ชุดแฟนตาซีผึ้งน้อยสำหรับเบบี้,สินค้าและอุปกรณ์สำหรับเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,25,ชื่อสินค้าไม่ระบุชนิดชัดเจน จึงยังไม่ย้ายออกจากหมวดปัจจุบัน
1000038,Toddler Organic Cotton Mix and Match Pull-On Leggings กางเกงเลกกิ้งลายจุด,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > กางเกงเด็ก,92,ชื่อสินค้าคือเลกกิ้ง จัดเป็นกางเกงเด็ก
1000026,Jersey Dress Organic Cotton ชุดกระโปรงลายสก๊อตสดใส,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > ชุดเดรส,92,ชื่อสินค้าคือเดรสหรือชุดกระโปรง
1000048,Hello Kitty Dresses Girl ชุดกระโปรงเฮลโหลคิตตี้สุดคิวส์,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > ชุดเดรส,92,ชื่อสินค้าคือเดรสหรือชุดกระโปรง
1000034,Black pants กางเกงขายาว สีดำ,เสื้อผ้าและเครื่องประดับ,เสื้อผ้าและเครื่องประดับ > กางเกงเด็ก,92,ชื่อสินค้าคือกางเกง
1000017,Gingham Leggings กางเกงเลกกิ้ง ลายตาราง,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > กางเกงเด็ก,92,ชื่อสินค้าคือเลกกิ้ง จัดเป็นกางเกงเด็ก
1000035,Sun Surf Salt Shirt เสื้อแขนกุดเด็กผู้หญิงเซ็กส์ซี่,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,82,ชื่อสินค้ามีคำว่าเสื้อ/shirt
1000074,Point Leggings กางเกงเลกกิ้งลายจุด,เสื้อผ้าและเครื่องประดับ,เสื้อผ้าและเครื่องประดับ > กางเกงเด็ก,92,ชื่อสินค้าคือเลกกิ้ง จัดเป็นกางเกงเด็ก
1000050,Kimono Dress Kids ชุดกิโมโนเด็ก,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > ชุดเดรส,92,ชื่อสินค้าคือเดรสหรือชุดกระโปรง
1000019,Classic Button-Down Shirt เสื้อเชิ้ตคลาสสิก,สินค้าและอุปกรณ์สำหรับเด็ก,เสื้อผ้าและเครื่องประดับ > เสื้อเด็ก,90,ชื่อสินค้าคือเสื้อ
